sessionID,stationID,siteID,connectionTime,doneChargingTime,disconnectTime,kWhDelivered,charging_duration_minutes,connection_duration_minutes,charging_date,hour,day_of_week,month
2_39_127_19_2018-05-05 20:11:15.304599,2-39-127-19,0002,2018-05-05T20:11:15.000+05:30,2018-05-05T21:49:46.000+05:30,2018-05-05T21:49:51.000+05:30,10.737,98.51666666666667,98.6,2018-05-05,20,7,5
2_39_123_23_2018-05-05 20:16:38.010156,2-39-123-23,0002,2018-05-05T20:16:38.000+05:30,2018-05-05T21:10:49.000+05:30,2018-05-05T21:10:57.000+05:30,5.884,54.18333333333333,54.31666666666667,2018-05-05,20,7,5
2_39_78_360_2018-05-05 20:34:36.599417,2-39-78-360,0002,2018-05-05T20:34:37.000+05:30,2018-05-05T22:43:05.000+05:30,2018-05-06T00:26:36.000+05:30,7.102,128.46666666666667,231.98333333333332,2018-05-05,20,7,5
2_39_130_31_2018-05-05 21:01:17.687087,2-39-130-31,0002,2018-05-05T21:01:18.000+05:30,2018-05-05T22:21:09.000+05:30,2018-05-05T22:21:37.000+05:30,6.983,79.85,80.31666666666666,2018-05-05,21,7,5
2_39_88_24_2018-05-05 21:43:03.243022,2-39-88-24,0002,2018-05-05T21:43:03.000+05:30,2018-05-06T04:14:14.000+05:30,2018-05-06T04:36:55.000+05:30,41.913,391.18333333333334,413.8666666666667,2018-05-05,21,7,5
2_39_139_28_2018-05-05 22:01:52.476073,2-39-139-28,0002,2018-05-05T22:01:52.000+05:30,2018-05-05T23:21:56.000+05:30,2018-05-05T23:22:00.000+05:30,4.529,80.06666666666666,80.13333333333334,2018-05-05,22,7,5
2_39_95_27_2018-05-05 22:38:34.124317,2-39-95-27,0002,2018-05-05T22:38:34.000+05:30,2018-05-06T00:19:54.000+05:30,2018-05-06T00:48:01.000+05:30,10.472,101.33333333333333,129.45,2018-05-05,22,7,5
2_39_126_20_2018-05-05 22:43:36.275949,2-39-126-20,0002,2018-05-05T22:43:36.000+05:30,2018-05-06T00:12:08.000+05:30,2018-05-06T00:12:12.000+05:30,9.672,88.53333333333333,88.6,2018-05-05,22,7,5
2_39_126_20_2018-05-06 00:56:24.209671,2-39-126-20,0002,2018-05-06T00:56:24.000+05:30,2018-05-06T03:03:22.000+05:30,2018-05-06T06:04:07.000+05:30,12.903,126.96666666666667,307.71666666666664,2018-05-06,0,1,5
2_39_79_378_2018-05-06 01:20:26.216675,2-39-79-378,0002,2018-05-06T01:20:26.000+05:30,2018-05-07T03:38:56.000+05:30,2018-05-07T23:42:57.000+05:30,6.9,1578.5,2782.516666666667,2018-05-06,1,1,5
2_39_78_367_2018-05-06 01:59:41.719902,2-39-78-367,0002,2018-05-06T01:59:42.000+05:30,2018-05-06T05:00:28.000+05:30,2018-05-06T05:00:32.000+05:30,10.879,180.76666666666668,180.83333333333334,2018-05-06,1,1,5
2_39_78_366_2018-05-06 02:06:48.920196,2-39-78-366,0002,2018-05-06T02:06:49.000+05:30,2018-05-06T02:27:31.000+05:30,2018-05-06T02:27:42.000+05:30,2.302,20.7,20.883333333333333,2018-05-06,2,1,5
2_39_139_28_2018-05-06 02:17:22.007560,2-39-139-28,0002,2018-05-06T02:17:22.000+05:30,2018-05-06T05:03:35.000+05:30,2018-05-06T05:14:30.000+05:30,13.919,166.21666666666667,177.13333333333333,2018-05-06,2,1,5
2_39_129_17_2018-05-06 03:17:24.542130,2-39-129-17,0002,2018-05-06T03:17:25.000+05:30,2018-05-06T04:28:12.000+05:30,2018-05-06T04:28:17.000+05:30,8.065,70.78333333333333,70.86666666666666,2018-05-06,3,1,5
2_39_124_558_2018-05-06 04:24:58.711889,2-39-124-558,0002,2018-05-06T04:24:59.000+05:30,2018-05-06T06:40:20.000+05:30,2018-05-06T20:25:32.000+05:30,7.364,135.35,960.55,2018-05-06,4,1,5
2_39_129_17_2018-05-06 05:38:57.079839,2-39-129-17,0002,2018-05-06T05:38:57.000+05:30,2018-05-06T14:29:49.000+05:30,2018-05-06T14:35:44.000+05:30,13.967,530.8666666666667,536.7833333333333,2018-05-06,5,1,5
2_39_89_25_2018-05-06 05:47:24.300976,2-39-89-25,0002,2018-05-06T05:47:24.000+05:30,2018-05-06T05:53:58.000+05:30,2018-05-06T05:54:02.000+05:30,0.69,6.566666666666666,6.633333333333334,2018-05-06,5,1,5
2_39_139_28_2018-05-06 08:49:59.279813,2-39-139-28,0002,2018-05-06T08:49:59.000+05:30,2018-05-06T16:47:39.000+05:30,2018-05-06T16:47:20.000+05:30,13.909,477.6666666666667,477.35,2018-05-06,8,1,5
2_39_78_367_2018-05-06 09:14:12.491915,2-39-78-367,0002,2018-05-06T09:14:12.000+05:30,2018-05-06T13:05:53.000+05:30,2018-05-06T13:06:25.000+05:30,13.729,231.68333333333334,232.21666666666667,2018-05-06,9,1,5
2_39_89_25_2018-05-06 15:45:43.742822,2-39-89-25,0002,2018-05-06T15:45:44.000+05:30,2018-05-06T17:40:32.000+05:30,2018-05-06T17:40:36.000+05:30,6.814,114.8,114.86666666666666,2018-05-06,15,1,5
2_39_78_366_2018-05-06 16:13:04.844324,2-39-78-366,0002,2018-05-06T16:13:05.000+05:30,2018-05-06T19:51:11.000+05:30,2018-05-06T19:51:16.000+05:30,24.198,218.1,218.18333333333334,2018-05-06,16,1,5
2_39_128_18_2018-05-06 16:24:55.111425,2-39-128-18,0002,2018-05-06T16:24:55.000+05:30,2018-05-06T18:54:24.000+05:30,2018-05-06T19:06:37.000+05:30,13.917,149.48333333333332,161.7,2018-05-06,16,1,5
2_39_79_379_2018-05-06 16:41:52.030281,2-39-79-379,0002,2018-05-06T16:41:52.000+05:30,2018-05-06T18:17:31.000+05:30,2018-05-06T19:33:02.000+05:30,4.961,95.65,171.16666666666666,2018-05-06,16,1,5
2_39_138_566_2018-05-06 17:04:10.958656,2-39-138-566,0002,2018-05-06T17:04:11.000+05:30,2018-05-06T21:03:44.000+05:30,2018-05-06T21:04:22.000+05:30,13.902,239.55,240.18333333333334,2018-05-06,17,1,5
2_39_89_25_2018-05-06 18:59:01.323534,2-39-89-25,0002,2018-05-06T18:59:01.000+05:30,2018-05-06T19:16:25.000+05:30,2018-05-06T19:16:29.000+05:30,1.87,17.4,17.466666666666665,2018-05-06,18,1,5
2_39_89_25_2018-05-06 19:44:52.009735,2-39-89-25,0002,2018-05-06T19:44:52.000+05:30,2018-05-06T20:17:02.000+05:30,2018-05-06T20:17:07.000+05:30,3.517,32.166666666666664,32.25,2018-05-06,19,1,5
2_39_129_17_2018-05-06 20:24:01.841506,2-39-129-17,0002,2018-05-06T20:24:02.000+05:30,2018-05-06T20:40:50.000+05:30,2018-05-06T20:40:55.000+05:30,1.831,16.8,16.883333333333333,2018-05-06,20,1,5
2_39_128_18_2018-05-06 21:07:47.837900,2-39-128-18,0002,2018-05-06T21:07:48.000+05:30,2018-05-06T21:29:36.000+05:30,2018-05-06T21:29:40.000+05:30,2.373,21.8,21.866666666666667,2018-05-06,21,1,5
2_39_90_440_2018-05-06 22:05:33.281900,2-39-90-440,0002,2018-05-06T22:05:33.000+05:30,2018-05-06T23:50:38.000+05:30,2018-05-07T00:00:53.000+05:30,10.605,105.08333333333333,115.33333333333333,2018-05-06,22,1,5
2_39_79_383_2018-05-06 22:47:29.088570,2-39-79-383,0002,2018-05-06T22:47:29.000+05:30,2018-05-07T00:38:36.000+05:30,2018-05-07T00:38:41.000+05:30,6.014,111.11666666666666,111.2,2018-05-06,22,1,5
2_39_127_19_2018-05-06 23:49:23.355584,2-39-127-19,0002,2018-05-06T23:49:23.000+05:30,2018-05-07T00:48:06.000+05:30,2018-05-07T00:48:10.000+05:30,6.516,58.71666666666667,58.78333333333333,2018-05-06,23,1,5
2_39_129_17_2018-05-07 00:18:18.612460,2-39-129-17,0002,2018-05-07T00:18:19.000+05:30,2018-05-07T02:38:16.000+05:30,2018-05-07T02:37:17.000+05:30,13.896,139.95,138.96666666666667,2018-05-07,0,2,5
2_39_79_381_2018-05-07 00:42:10.658967,2-39-79-381,0002,2018-05-07T00:42:11.000+05:30,2018-05-07T05:42:35.000+05:30,2018-05-07T05:42:39.000+05:30,17.012,300.4,300.46666666666664,2018-05-07,0,2,5
2_39_138_566_2018-05-07 00:43:24.538993,2-39-138-566,0002,2018-05-07T00:43:25.000+05:30,2018-05-07T04:19:23.000+05:30,2018-05-07T05:59:35.000+05:30,12.847,215.96666666666667,316.1666666666667,2018-05-07,0,2,5
2_39_127_19_2018-05-07 01:06:41.691462,2-39-127-19,0002,2018-05-07T01:06:42.000+05:30,2018-05-07T04:10:00.000+05:30,2018-05-07T04:10:04.000+05:30,10.671,183.3,183.36666666666667,2018-05-07,1,2,5
2_39_139_28_2018-05-07 01:15:13.458521,2-39-139-28,0002,2018-05-07T01:15:13.000+05:30,2018-05-07T03:41:01.000+05:30,2018-05-07T04:16:10.000+05:30,13.882,145.8,180.95,2018-05-07,1,2,5
2_39_124_22_2018-05-07 01:29:10.068137,2-39-124-22,0002,2018-05-07T01:29:10.000+05:30,2018-05-07T02:48:10.000+05:30,2018-05-07T02:48:15.000+05:30,8.849,79.0,79.08333333333333,2018-05-07,1,2,5
2_39_138_29_2018-05-07 01:34:26.712962,2-39-138-29,0002,2018-05-07T01:34:27.000+05:30,2018-05-07T01:52:18.000+05:30,2018-05-07T01:52:22.000+05:30,1.93,17.85,17.916666666666668,2018-05-07,1,2,5
2_39_79_379_2018-05-07 01:55:47.655806,2-39-79-379,0002,2018-05-07T01:55:48.000+05:30,2018-05-07T03:59:31.000+05:30,2018-05-07T03:59:36.000+05:30,7.091,123.71666666666667,123.8,2018-05-07,1,2,5
2_39_79_376_2018-05-07 02:08:38.595809,2-39-79-376,0002,2018-05-07T02:08:39.000+05:30,2018-05-07T04:29:10.000+05:30,2018-05-07T04:29:14.000+05:30,16.038,140.51666666666668,140.58333333333334,2018-05-07,2,2,5
2_39_138_29_2018-05-07 02:11:45.091505,2-39-138-29,0002,2018-05-07T02:11:45.000+05:30,2018-05-07T04:35:07.000+05:30,2018-05-07T04:34:09.000+05:30,13.899,143.36666666666667,142.4,2018-05-07,2,2,5
2_39_129_17_2018-05-07 03:27:59.271923,2-39-129-17,0002,2018-05-07T03:27:59.000+05:30,2018-05-07T15:50:36.000+05:30,2018-05-07T20:47:52.000+05:30,14.352,742.6166666666667,1039.8833333333334,2018-05-07,3,2,5
2_39_127_19_2018-05-07 06:27:32.338186,2-39-127-19,0002,2018-05-07T06:27:32.000+05:30,2018-05-07T07:04:23.000+05:30,2018-05-07T07:04:35.000+05:30,4.109,36.85,37.05,2018-05-07,6,2,5
2_39_78_366_2018-05-07 11:51:15.633382,2-39-78-366,0002,2018-05-07T11:51:16.000+05:30,2018-05-07T20:49:58.000+05:30,2018-05-07T20:53:36.000+05:30,16.71257915173136,538.7,542.3333333333334,2018-05-07,11,2,5
2_39_138_566_2018-05-07 11:53:09.795315,2-39-138-566,0002,2018-05-07T11:53:10.000+05:30,2018-05-08T05:48:09.000+05:30,2018-05-08T05:48:57.000+05:30,15.545343611111111,1074.9833333333333,1075.7833333333333,2018-05-07,11,2,5
2_39_123_23_2018-05-07 13:18:55.316809,2-39-123-23,0002,2018-05-07T13:18:55.000+05:30,2018-05-07T14:27:57.000+05:30,2018-05-07T14:28:01.000+05:30,3.768,69.03333333333333,69.1,2018-05-07,13,2,5
2_39_78_365_2018-05-07 14:13:13.121412,2-39-78-365,0002,2018-05-07T14:13:13.000+05:30,2018-05-07T15:50:29.000+05:30,2018-05-07T23:59:28.000+05:30,14.158336320192879,97.26666666666667,586.25,2018-05-07,14,2,5
2_39_79_379_2018-05-07 14:13:13.961273,2-39-79-379,0002,2018-05-07T14:13:14.000+05:30,2018-05-07T15:00:22.000+05:30,2018-05-07T23:53:02.000+05:30,1.647,47.13333333333333,579.8,2018-05-07,14,2,5
2_39_139_28_2018-05-07 14:38:17.789708,2-39-139-28,0002,2018-05-07T14:38:18.000+05:30,2018-05-08T01:14:53.000+05:30,2018-05-08T01:15:01.000+05:30,27.683,636.5833333333334,636.7166666666667,2018-05-07,14,2,5
2_39_91_437_2018-05-07 14:47:57.413190,2-39-91-437,0002,2018-05-07T14:47:57.000+05:30,2018-05-07T22:48:35.000+05:30,2018-05-07T22:58:09.000+05:30,23.572,480.6333333333333,490.2,2018-05-07,14,2,5
2_39_78_362_2018-05-07 14:54:35.762620,2-39-78-362,0002,2018-05-07T14:54:36.000+05:30,2018-05-07T23:48:29.000+05:30,2018-05-07T23:47:29.000+05:30,9.091058841090849,533.8833333333333,532.8833333333333,2018-05-07,14,2,5
2_39_79_383_2018-05-07 14:54:43.776112,2-39-79-383,0002,2018-05-07T14:54:44.000+05:30,2018-05-07T15:50:36.000+05:30,2018-05-08T00:02:05.000+05:30,2.814,55.86666666666667,547.35,2018-05-07,14,2,5
2_39_79_382_2018-05-07 14:55:40.831208,2-39-79-382,0002,2018-05-07T14:55:41.000+05:30,2018-05-07T15:50:36.000+05:30,2018-05-08T00:03:07.000+05:30,9.455,54.916666666666664,547.4333333333333,2018-05-07,14,2,5
2_39_79_380_2018-05-07 15:04:06.994030,2-39-79-380,0002,2018-05-07T15:04:07.000+05:30,2018-05-07T21:46:15.000+05:30,2018-05-07T21:46:20.000+05:30,12.147,402.1333333333333,402.21666666666664,2018-05-07,15,2,5
2_39_79_381_2018-05-07 15:07:32.699560,2-39-79-381,0002,2018-05-07T15:07:33.000+05:30,2018-05-08T00:42:13.000+05:30,2018-05-08T00:47:33.000+05:30,17.31,574.6666666666666,580.0,2018-05-07,15,2,5
2_39_79_376_2018-05-07 15:10:44.521023,2-39-79-376,0002,2018-05-07T15:10:45.000+05:30,2018-05-07T23:11:08.000+05:30,2018-05-08T00:25:14.000+05:30,13.794,480.3833333333333,554.4833333333333,2018-05-07,15,2,5
2_39_78_360_2018-05-07 15:14:22.010868,2-39-78-360,0002,2018-05-07T15:14:22.000+05:30,2018-05-07T15:50:36.000+05:30,2018-05-07T23:40:04.000+05:30,5.239268219831859,36.233333333333334,505.7,2018-05-07,15,2,5
2_39_128_18_2018-05-07 15:15:53.822599,2-39-128-18,0002,2018-05-07T15:15:54.000+05:30,2018-05-07T15:42:17.000+05:30,2018-05-08T00:14:39.000+05:30,0.865,26.383333333333333,538.75,2018-05-07,15,2,5
2_39_78_361_2018-05-07 15:18:07.933517,2-39-78-361,0002,2018-05-07T15:18:08.000+05:30,2018-05-07T23:18:21.000+05:30,2018-05-08T00:33:48.000+05:30,4.898,480.21666666666664,555.6666666666666,2018-05-07,15,2,5
2_39_89_25_2018-05-07 15:19:17.093288,2-39-89-25,0002,2018-05-07T15:19:17.000+05:30,2018-05-07T15:50:35.000+05:30,2018-05-08T02:26:09.000+05:30,1.761,31.3,666.8666666666667,2018-05-07,15,2,5
2_39_95_27_2018-05-07 15:20:25.988095,2-39-95-27,0002,2018-05-07T15:20:26.000+05:30,2018-05-07T23:20:09.000+05:30,2018-05-08T00:17:57.000+05:30,8.413,479.71666666666664,537.5166666666667,2018-05-07,15,2,5
2_39_123_23_2018-05-07 15:21:18.503581,2-39-123-23,0002,2018-05-07T15:21:18.000+05:30,2018-05-07T23:32:45.000+05:30,2018-05-08T00:48:01.000+05:30,46.331,491.45,566.7166666666667,2018-05-07,15,2,5
2_39_138_29_2018-05-07 15:23:22.319967,2-39-138-29,0002,2018-05-07T15:23:22.000+05:30,2018-05-07T22:37:54.000+05:30,2018-05-07T22:37:58.000+05:30,9.486,434.53333333333336,434.6,2018-05-07,15,2,5
2_39_92_442_2018-05-07 15:25:50.974177,2-39-92-442,0002,2018-05-07T15:25:51.000+05:30,2018-05-07T22:29:28.000+05:30,2018-05-08T01:33:38.000+05:30,6.85,423.6166666666667,607.7833333333333,2018-05-07,15,2,5
2_39_131_30_2018-05-07 15:28:59.669352,2-39-131-30,0002,2018-05-07T15:29:00.000+05:30,2018-05-07T22:37:57.000+05:30,2018-05-07T22:38:05.000+05:30,5.372,428.95,429.0833333333333,2018-05-07,15,2,5
2_39_130_31_2018-05-07 15:32:08.115597,2-39-130-31,0002,2018-05-07T15:32:08.000+05:30,2018-05-07T23:48:16.000+05:30,2018-05-07T23:49:31.000+05:30,20.437,496.1333333333333,497.3833333333333,2018-05-07,15,2,5
2_39_78_367_2018-05-07 15:36:20.026323,2-39-78-367,0002,2018-05-07T15:36:20.000+05:30,2018-05-07T22:01:08.000+05:30,2018-05-07T22:01:14.000+05:30,3.579,384.8,384.9,2018-05-07,15,2,5
2_39_124_22_2018-05-07 15:45:25.254075,2-39-124-22,0002,2018-05-07T15:45:25.000+05:30,2018-05-08T00:18:04.000+05:30,2018-05-08T00:29:16.000+05:30,11.887,512.65,523.85,2018-05-07,15,2,5
2_39_78_364_2018-05-07 15:45:29.362665,2-39-78-364,0002,2018-05-07T15:45:29.000+05:30,2018-05-07T15:50:27.000+05:30,2018-05-08T00:28:51.000+05:30,10.27292562725841,4.966666666666667,523.3666666666667,2018-05-07,15,2,5
2_39_90_440_2018-05-07 15:50:28.687458,2-39-90-440,0002,2018-05-07T15:50:29.000+05:30,2018-05-07T22:58:33.000+05:30,2018-05-07T23:31:20.000+05:30,6.408,428.06666666666666,460.85,2018-05-07,15,2,5
2_39_89_439_2018-05-07 20:47:49.332393,2-39-89-439,0002,2018-05-07T20:47:49.000+05:30,2018-05-07T20:47:49.000+05:30,2018-05-08T01:32:46.000+05:30,3.87,0.0,284.95,2018-05-07,20,2,5
2_39_125_21_2018-05-07 20:47:49.457562,2-39-125-21,0002,2018-05-07T20:47:49.000+05:30,2018-05-07T22:24:56.000+05:30,2018-05-07T23:52:21.000+05:30,7.642,97.11666666666666,184.53333333333333,2018-05-07,20,2,5
2_39_123_557_2018-05-07 20:47:49.590359,2-39-123-557,0002,2018-05-07T20:47:50.000+05:30,2018-05-08T00:22:05.000+05:30,2018-05-08T10:29:41.000+05:30,2.536,214.25,821.85,2018-05-07,20,2,5
2_39_95_444_2018-05-07 20:47:49.723651,2-39-95-444,0002,2018-05-07T20:47:50.000+05:30,2018-05-08T00:50:24.000+05:30,2018-05-08T00:50:29.000+05:30,14.295,242.56666666666666,242.65,2018-05-07,20,2,5
2_39_127_19_2018-05-07 20:47:50.396475,2-39-127-19,0002,2018-05-07T20:47:50.000+05:30,2018-05-07T21:49:28.000+05:30,2018-05-08T01:45:04.000+05:30,1.585,61.63333333333333,297.23333333333335,2018-05-07,20,2,5
2_39_139_567_2018-05-07 20:47:50.862655,2-39-139-567,0002,2018-05-07T20:47:51.000+05:30,2018-05-07T20:47:50.000+05:30,2018-05-08T02:16:00.000+05:30,14.967,,328.15,2018-05-07,20,2,5
2_39_88_24_2018-05-07 20:47:51.748001,2-39-88-24,0002,2018-05-07T20:47:52.000+05:30,2018-05-07T20:55:02.000+05:30,2018-05-07T20:54:03.000+05:30,2.42,7.166666666666667,6.183333333333334,2018-05-07,20,2,5
2_39_91_441_2018-05-07 20:47:53.844319,2-39-91-441,0002,2018-05-07T20:47:54.000+05:30,2018-05-07T22:45:58.000+05:30,2018-05-08T01:03:16.000+05:30,8.984,118.06666666666666,255.36666666666667,2018-05-07,20,2,5
2_39_130_564_2018-05-07 20:47:54.862344,2-39-130-564,0002,2018-05-07T20:47:55.000+05:30,2018-05-08T00:58:55.000+05:30,2018-05-08T00:57:56.000+05:30,13.932,251.0,250.01666666666668,2018-05-07,20,2,5
2_39_90_26_2018-05-07 20:47:55.140558,2-39-90-26,0002,2018-05-07T20:47:55.000+05:30,2018-05-07T20:47:55.000+05:30,2018-05-08T03:02:19.000+05:30,2.628,0.0,374.4,2018-05-07,20,2,5
2_39_78_363_2018-05-07 20:48:27.988148,2-39-78-363,0002,2018-05-07T20:48:28.000+05:30,2018-05-08T00:12:20.000+05:30,2018-05-08T00:12:24.000+05:30,12.484,203.86666666666667,203.93333333333334,2018-05-07,20,2,5
2_39_79_377_2018-05-07 20:51:07.782441,2-39-79-377,0002,2018-05-07T20:51:08.000+05:30,2018-05-07T21:42:09.000+05:30,2018-05-07T21:42:14.000+05:30,1.016,51.016666666666666,51.1,2018-05-07,20,2,5
2_39_88_24_2018-05-07 20:54:07.311577,2-39-88-24,0002,2018-05-07T20:54:07.000+05:30,2018-05-07T21:58:50.000+05:30,2018-05-07T21:58:53.000+05:30,1.539,64.71666666666667,64.76666666666667,2018-05-07,20,2,5
2_39_78_366_2018-05-07 20:59:27.886134,2-39-78-366,0002,2018-05-07T20:59:28.000+05:30,2018-05-07T22:46:08.000+05:30,2018-05-07T22:46:14.000+05:30,3.065,106.66666666666667,106.76666666666667,2018-05-07,20,2,5
2_39_79_377_2018-05-07 21:43:40.120926,2-39-79-377,0002,2018-05-07T21:43:40.000+05:30,2018-05-07T22:42:38.000+05:30,2018-05-07T22:42:43.000+05:30,1.376,58.96666666666667,59.05,2018-05-07,21,2,5
2_39_88_24_2018-05-07 23:00:13.545534,2-39-88-24,0002,2018-05-07T23:00:14.000+05:30,2018-05-08T02:03:24.000+05:30,2018-05-08T02:03:28.000+05:30,18.754,183.16666666666666,183.23333333333332,2018-05-07,23,2,5
2_39_79_379_2018-05-08 00:09:42.641565,2-39-79-379,0002,2018-05-08T00:09:43.000+05:30,2018-05-08T02:04:19.000+05:30,2018-05-08T02:04:23.000+05:30,6.399,114.6,114.66666666666667,2018-05-08,0,3,5
2_39_131_30_2018-05-08 00:25:32.559710,2-39-131-30,0002,2018-05-08T00:25:33.000+05:30,2018-05-08T11:51:25.000+05:30,2018-05-08T13:11:05.000+05:30,13.968,685.8666666666667,765.5333333333333,2018-05-08,0,3,5
2_39_129_17_2018-05-08 00:52:16.067536,2-39-129-17,0002,2018-05-08T00:52:16.000+05:30,2018-05-08T03:29:18.000+05:30,2018-05-08T03:54:04.000+05:30,13.919,157.03333333333333,181.8,2018-05-08,0,3,5
2_39_130_564_2018-05-08 00:58:04.271170,2-39-130-564,0002,2018-05-08T00:58:04.000+05:30,2018-05-08T01:21:30.000+05:30,2018-05-08T02:10:43.000+05:30,1.895,23.433333333333334,72.65,2018-05-08,0,3,5
2_39_125_21_2018-05-08 01:13:07.662681,2-39-125-21,0002,2018-05-08T01:13:08.000+05:30,2018-05-08T02:14:40.000+05:30,2018-05-08T03:17:08.000+05:30,6.161,61.53333333333333,124.0,2018-05-08,1,3,5
2_39_139_28_2018-05-08 01:17:07.362704,2-39-139-28,0002,2018-05-08T01:17:07.000+05:30,2018-05-08T03:27:17.000+05:30,2018-05-08T04:13:48.000+05:30,7.027,130.16666666666666,176.68333333333334,2018-05-08,1,3,5
2_39_95_27_2018-05-08 01:18:50.113486,2-39-95-27,0002,2018-05-08T01:18:50.000+05:30,2018-05-08T01:27:18.000+05:30,2018-05-08T01:27:22.000+05:30,0.823,8.466666666666667,8.533333333333333,2018-05-08,1,3,5
2_39_78_360_2018-05-08 01:44:55.169977,2-39-78-360,0002,2018-05-08T01:44:55.000+05:30,2018-05-08T03:31:20.000+05:30,2018-05-08T03:31:21.000+05:30,11.965,106.41666666666667,106.43333333333334,2018-05-08,1,3,5
2_39_127_19_2018-05-08 01:46:42.477648,2-39-127-19,0002,2018-05-08T01:46:42.000+05:30,2018-05-08T03:44:39.000+05:30,2018-05-08T03:44:44.000+05:30,13.217,117.95,118.03333333333333,2018-05-08,1,3,5
2_39_138_29_2018-05-08 02:24:05.959372,2-39-138-29,0002,2018-05-08T02:24:06.000+05:30,2018-05-08T05:32:55.000+05:30,2018-05-08T05:33:00.000+05:30,10.405,188.81666666666666,188.9,2018-05-08,2,3,5
2_39_125_21_2018-05-08 03:25:28.304874,2-39-125-21,0002,2018-05-08T03:25:28.000+05:30,2018-05-08T05:20:59.000+05:30,2018-05-08T05:21:04.000+05:30,12.924,115.51666666666667,115.6,2018-05-08,3,3,5
2_39_91_437_2018-05-08 03:54:23.442851,2-39-91-437,0002,2018-05-08T03:54:23.000+05:30,2018-05-08T07:26:47.000+05:30,2018-05-08T16:40:20.000+05:30,22.734,212.4,765.95,2018-05-08,3,3,5
2_39_79_379_2018-05-08 03:54:59.318476,2-39-79-379,0002,2018-05-08T03:54:59.000+05:30,2018-05-08T05:58:43.000+05:30,2018-05-08T16:33:34.000+05:30,6.71,123.73333333333333,758.5833333333334,2018-05-08,3,3,5
2_39_79_378_2018-05-08 04:20:10.657533,2-39-79-378,0002,2018-05-08T04:20:11.000+05:30,2018-05-08T09:06:04.000+05:30,2018-05-08T15:11:03.000+05:30,16.106,285.8833333333333,650.8666666666667,2018-05-08,4,3,5
2_39_79_380_2018-05-08 04:24:27.988521,2-39-79-380,0002,2018-05-08T04:24:28.000+05:30,2018-05-08T06:41:44.000+05:30,2018-05-08T06:41:48.000+05:30,11.505,137.26666666666668,137.33333333333334,2018-05-08,4,3,5
2_39_79_376_2018-05-08 04:51:05.624435,2-39-79-376,0002,2018-05-08T04:51:06.000+05:30,2018-05-08T07:46:03.000+05:30,2018-05-10T05:32:55.000+05:30,15.448,174.95,2921.8166666666666,2018-05-08,4,3,5
2_39_92_436_2018-05-08 05:19:35.281335,2-39-92-436,0002,2018-05-08T05:19:35.000+05:30,2018-05-08T06:31:26.000+05:30,2018-05-08T06:31:30.000+05:30,8.163,71.85,71.91666666666667,2018-05-08,5,3,5
2_39_139_28_2018-05-08 05:35:37.904280,2-39-139-28,0002,2018-05-08T05:35:38.000+05:30,2018-05-08T15:03:56.000+05:30,2018-05-08T15:08:01.000+05:30,13.938,568.3,572.3833333333333,2018-05-08,5,3,5
2_39_139_567_2018-05-08 05:49:03.510202,2-39-139-567,0002,2018-05-08T05:49:04.000+05:30,2018-05-08T08:30:49.000+05:30,2018-05-08T08:30:53.000+05:30,9.365,161.75,161.81666666666666,2018-05-08,5,3,5
2_39_138_566_2018-05-08 11:54:27.203379,2-39-138-566,0002,2018-05-08T11:54:27.000+05:30,2018-05-08T13:44:19.000+05:30,2018-05-08T13:44:24.000+05:30,6.502,109.86666666666666,109.95,2018-05-08,11,3,5
2_39_79_377_2018-05-08 11:56:05.564277,2-39-79-377,0002,2018-05-08T11:56:06.000+05:30,2018-05-08T15:31:23.000+05:30,2018-05-08T15:53:04.000+05:30,11.5,215.28333333333333,236.96666666666667,2018-05-08,11,3,5
2_39_129_17_2018-05-08 13:21:19.938616,2-39-129-17,0002,2018-05-08T13:21:20.000+05:30,2018-05-08T14:31:08.000+05:30,2018-05-08T14:31:13.000+05:30,3.909,69.8,69.88333333333334,2018-05-08,13,3,5
2_39_79_380_2018-05-08 13:49:49.472501,2-39-79-380,0002,2018-05-08T13:49:49.000+05:30,2018-05-08T16:58:15.000+05:30,2018-05-08T23:05:08.000+05:30,14.997,188.43333333333334,555.3166666666667,2018-05-08,13,3,5
2_39_127_19_2018-05-08 14:04:48.479927,2-39-127-19,0002,2018-05-08T14:04:48.000+05:30,2018-05-08T19:08:38.000+05:30,2018-05-08T22:22:36.000+05:30,13.974,303.8333333333333,497.8,2018-05-08,14,3,5
2_39_78_367_2018-05-08 14:12:17.982801,2-39-78-367,0002,2018-05-08T14:12:18.000+05:30,2018-05-08T17:08:48.000+05:30,2018-05-08T22:14:25.000+05:30,11.985135902030933,176.5,482.1166666666667,2018-05-08,14,3,5
2_39_79_381_2018-05-08 14:12:21.047326,2-39-79-381,0002,2018-05-08T14:12:21.000+05:30,2018-05-08T15:15:08.000+05:30,2018-05-08T23:58:43.000+05:30,2.697,62.78333333333333,586.3666666666667,2018-05-08,14,3,5
2_39_95_27_2018-05-08 14:24:48.314736,2-39-95-27,0002,2018-05-08T14:24:48.000+05:30,2018-05-08T17:16:33.000+05:30,2018-05-09T01:16:09.000+05:30,9.628,171.75,651.35,2018-05-08,14,3,5
